num,txt_shot,txt_detail,percent,category
72,ชะตาแข็ง,เลขคู่ของ 7 ดาวเสาร์ นำเลข 2 ดาวจันทร์ มักส่งผลให้เจ้าชะตามีดวงชะตาแข็ง ทำการสิ่งใดมักเจริญรุ่งเรือง ประสบความสำเร็จ มักมีตำแหน่งหน้าที่การงานใหญ่โต อำนาจมาก พรั่งพร้อมด้วยเงินทอง ลูกน้องมากมาย แต่ข้อด้อยคือ มักมีปัญหาเกี่ยวกับบริวารหรือลูกน้องให้ต้องแก้ไขเสมอ ให้ระวังสุขภาพด้วย ให้หมั่นทำบุญ เจริญสติ จะช่วยให้จิตใจเป็นสุข และแก้ไขปัญหาได้ง่ายดายขึ้น,0,ชีวิตอุปสรรค มีปัญหาด้านการเงิน ปัญหาด้านความรัก
73,บาปเคราะห์,เลขคู่ของ 7 ดาวเสาร์ นำเลข 3 ดาวอังคาร ดาวบาปเคราะห์ทั้งคู่ ชีวิตมักจะพลิกผัน เป็นเลขร้าย ไม่เป็นมงคล มีอุปสรรคขวากหนามเสมอๆ ทำอะไรมักไม่สำเร็จไม่สมหวัง มักมีปัญหาด้านการเงิน และสุขภาพ,0,ชีวิตอุปสรรค มีปัญหาด้านการเงิน
74,อารมณ์ที่อ่อนไหว,เลขคู่ของ 7 ดาวเสาร์ กับเลข 4 ดาวพุธ เป็นเลขพลังในด้านดีพอสมควร มักหนุนนำให้ชีวิตประสบความสำเร็จ แต่ไม่รุ่งเรืองถึงขั้นสูงสุด ความก้าวหน้าของชีวิตอยู่ในระดับดีปานกลาง แต่ไปไม่ถึงจุดสูงสุด เจ้าชะตาภายใต้อิทธิพลเลขนี้มักเป็นคนอ่อนไหว จึงควรลดความรวนเร ลดความกังวลและความหวั่นไหวของอารมณ์ออกให้ได้ ตั้งจิตให้หนักแน่นมากยิ่งขึ้น หมั่นสวดมนตร์ภาวนา เจริญสมาธิจะทำให้จิตใจกล้าแกร่งขึ้น,0.5,ไม่มี
75,ต้นร้ายปลายดี,เลขคู่ของ 7 ดาวเสาร์ กับเลข 5 ดาวพฤหัส เป็นคู่ของดาวบาปเคราะห์อยู่ร่วมกับดาวศุภเคราะห์ ผู้อยู่ใต้อิทธิพลของเลขนี้ เข้าตำรา “ต้นร้ายปลายดี” ชีวิตมักจะเริ่มต้นด้วยอุปสรรค ความยากลำบาก มีแต่ปัญหาให้ต้องแก้มากมาย และมักจะขาดการสนับสนุนจากผู้ใหญ่ หรือผู้ใหญ่ไม่ชอบ ผู้ใหญ่ให้โทษ แต่ในบั้นปลายของชีวิตจะรุ่งโรจน์มาก ระวังอาจตกจากตำแหน่งหน้าที่การงาน ถูกใส่ร้ายป้ายสี หน้าที่การงานไม่ก้าวหน้า จะประสพความยากลำบากในชีวิตก่อน และตอนท้ายของชีวิตจะดีเอง,0,มีปัญหาด้านการเงิน ความเครียด
76,ความยากลำบาก,เลขคู่ของ 7 ดาวเสาร์ กับเลข 6 ดาวศุกร์ รวมกันได้เลข 13 เป็นพลังอาถรรพณ์ เป็นเลขที่ขัดแย้งกันอย่างรุนแรง ผู้ที่ตกอยู่ภายใต้อิทธิพลเลขนี้ มักมีอุปสรรคเข้ามาในชีวิตมากมาย มักผิดหวังเรื่องความรัก ไม่มีความสุขในชีวิตสมรส มีเรื่องทุกข์ใจ ควรหมั่นทำบุญ อยู่ในศีลในธรรม จะช่วยลดทอนวิบากกรรมลงได้,0,ชีวิตอุปสรรค
77,ความกดดันทวีคูณ,เลขคู่ของ 7 ดาวเสาร์ ดาวแห่งความทุกข์ความกดดันมากถึง 2 ดวง เป็นเลขที่ต้องต่อสู้กับอุปสรรคและปัญหานานัปการ เจ้าชะตามักมีความกดดันในชีวิตสูง มีความเครียดสูงและเก็บกดมาก หมั่นทำบุญ เจริญสติ ทำจิตใจให้ผ่องใส,0,ชีวิตอุปสรรค ความเครียด
78,ดาวคู่หูอิทธิพล,เลขคู่ของ 7 ดาวเสาร์ กับเลข 8 ดาวราหู ผู้อยู่ใต้อิทธิพลของเลขนี้ มักมีโชคลาภเกี่ยวกับการเสี่ยงดวง เหมาะกับงานในตลาดหุ้น การค้าแบบเก็งกำไร มักมีบริวารมาก รู้จักผู้มีอิทธิพล มักเกี่ยวข้องกับนักการเมือง จึงควรระมัดระวังในการวางตัว พยายามเดินทางสายกลาง ไม่หลงระเริงมากเกินไป,1,ไม่มี
79,ชัยชนะความสำเร็จด้วยตนเอง,ดาวเสาร์เลข 7 และ ดาวพระเกตุเลข 9 หนุนให้ชีวิตประสบความสำเร็จจากความสามารถของตนเอง คนเลข ๗๙ มักเป็นนักต่อสู้ ไม่ย่อท้อต่ออุปสรรค เป็นนักวางแผน มีความคิดเป็นของตนเอง อุดมการณ์สูง สามารถฝ่าฟันอุปสรรคไปได้ สามารถตั้งตัวได้ มีฐานะมั่นคง มักมีเงินทองทรัพย์สิน ได้รับมรดก มีโอกาสได้ลาภลอยจากการเสี่ยงโชค มีสิ่งศักดิ์สิทธิ์คุ้มครอง,1,การเงิน
80,เรื่องไม่คาดฝัน,เลข 8 ดาวราหู และเลข 0 ดาวมฤตยู อิทธิพลของ 80 มักส่งผลให้เจ้าชะตา ตกอยู่ในสิ่งแวดล้อมที่ไม่ดี ถูกกดดันจากอิทธิพลและอำนาจของผู้ไม่หวังดี มักพบเจอเรื่องที่ไม่คาดฝัน เจอเรื่องไม่ดีกะทันหัน เจอเรื่องเข้าใจได้ยาก จึงต้องแก้ปัญหาเอาตัวรอดด้วยปฏิภาณไหวพริบของตนเองอยู่บ่อยๆ จึงทำให้เป็นคนฉลาดแกมโกง มักนึกถึงแต่ตัวเองไม่ค่อยเห็นใจคนอื่น เจ้าชะตามักมีรสนิยมชอบสะสมของเก่า มักมีความรู้สึกผูกพันธ์กับของเก่า โบราณสถาน,0,ความเครียด ปัญหาด้านสุขภาพ
81,การพลัดพราก,เป็นการจับคู่กันของเลข 8 ดาวราหู และเลข 1 ดาวอาทิตย์ ส่งผลให้เจ้าชะตาที่ตกอยู่ใต้อิทธิพลของเลข ๘๑ มักต้องประสบกับเหตุการณ์การเปลี่ยนแปลง การพลัดพรากอยู่บ่อยๆ ชีวิตมักต้องมีการเปลี่ยนแปลงโยกย้าย แต่บางครั้ง การเปลี่ยนแปลงก็ส่งผลให้ชะตาชีวิตบางช่วงรุ่งเรืองขึ้น เลขนี้ มักส่งอิทธิพลให้เจ้าชะตาที่เป็นหญิง อาจตกพุ่มหม้าย ไร้สามี หรือพลัดพรากจากกัน หรืออยู่ห่างกัน ชีวิตมักกำพร้า ขาดหลักยึด หรือพลัดพรากจากบิดา,0,ชีวิตอุปสรรค มีปัญหาด้านการเงิน
82,ราหูอมจันทร์,เลข 8 ดาวราหู เมื่อจับคู่กับเลข 2 ดาวจันทร์ เรียกราหูอมจันทร์ จัดเป็นคู่สมพลแห่งการต่อสู้ในการดำเนินชีวิต มักส่งผลให้เจ้าชะตาใจใหญ่ในด้านการเงิน บริหารเงินเก่ง ถนัดหมุนเงินก้อนใหญ่ มักทำงานโครงการใหญ่ ความรับผิดชอบสูง หาเงินเก่ง แต่ก็ใช้เงินเก่งด้วยเช่นกัน จึงมักมีปัญหาหนี้สิน เงินทองรั่วไหล ต้องเหน็ดเหนื่อยกับการดูแลให้คนอื่นๆได้สบาย เจ้าชะตาเลข 82 เมื่ออายุมากขึ้น จะได้รับความสำเร็จในการครองชีวิตได้อยู่เหมือนกัน แต่ก็ต้องผ่านการต่อสู้บุกบั่นฝ่าฟันอุปสรรคอย่างขนาดใหญ่กว่าจะได้รับความสำเร็จ หากเจ้าชะตาเป็นผู้หญิงให้ระวังเรื่องเสียหายในเชิงชู้สาวด้วย,1,การเงิน การงาน
83,กล้าได้กล้าเสีย,เลข 8 ดาวราหู เมื่อจับคู่กับเลข 3 ดาวอังคาร เป็นคู่ของดาวบาปเคราะห์ที่ส่งอิทธิพลให้เจ้าชะตา มักมีอุปนิสัยใจกล้า กล้าได้กล้าเสีย เป็นคนคิดไวทำไว แก้ปัญหาได้ดีทันสถานการณ์ มักทำอะไรคล่องแคล่วว่องไว มีความสามารถสูง หาเงินเก่ง แต่ก็ใช้เก่งด้วยเช่นกัน ชอบทำงานที่มีความท้าทาย ไม่ซ้ำซาก จำเจ บุคคลเลข 83 ให้ระวังการมีปากเสียง การทะเลาะวิวาทกับผู้อื่น ควรประนีประนอมในเรื่องความคิดที่ขัดแย้งกับผู้อื่น,0,มีปัญหาด้านการเงิน ปัญหาด้านความรัก
84,หวาดระแวง,เลข 8 ดาวราหู มาจับคู่กับเลข 4 ดาวพุธ ส่งผลให้ผู้อยู่ใต้อิทธิพลของเลขนี้ ชีวิตมักถูกก่อกวน ถูกเอารัดเอาเปรียบ จึงต้องคอยใช้ไหวพริบในการแก้ปัญหาเสมอ แต่เจ้าชะตาฉลาดมีไหวพริบปฏิภาณดี สามารถแก้ไขปัญหาเฉพาะหน้าไปได้ แต่ก็ไม่ใช่ทางที่สบายใจนัก มักมีนิสัยหวาดระแวงอยู่เสมอ บุคคลเลข 84 ต้องระวังปัญหาด้านการพูด การสื่อสาร การผิดคำพูด การสื่อสารผิดพลาด ปัญหาด้านเอกสาร สัญญา คดีความ และต้องระวังชีวิตในช่วงวัยรุ่น อาจมัวเมาหลงผิดได้,0,ชีวิตอุปสรรค ปัญหาด้านความรัก
85,ทัศนคติที่ผิดพลาด,เลขคู่ของเลข 8 ดาวราหู กับเลข 5 ดาวพฤหัส บุคคลภายใต้อิทธิพลเลข 85 มักเป็นคนมีทัศนคติผิดๆ และเอาแต่ใจตนเอง ทำให้ชีวิตมักหลักลอย ไม่มั่นคง มักต้องย้ายที่อยู่เสมอ เปลี่ยนงานบ่อย เพราะขาดความอดทน ไม่มีความมั่นคงทางอารมณ์ ความรักก็มักจะมีปัญหา ให้หมั่นเจริญสติ ทำจิตใจให้หนักแน่นมั่นคง หมั่นทำบุญ เจริญภาวนา,0,ไม่มี
86,ความสำเร็จที่ต้องตั้งใจ,เลข 8 ดาวราหู กับเลข 6 ดาวศุกร์ ส่งผลให้เจ้าชะตาผู้อยู่ใต้อิทธิพลของเลขนี้ มักมีชีวิตที่รุ่งเรืองดี มีฐานะมั่นคง มักมีชื่อเสียง อำนาจ วาสนา แต่ต้องระวังในด้านกิเลสตัณหา และการหลงผิดที่อาจเข้าครอบงำ อาจทำให้ลุ่มหลงมัวเมา เพลิดเพลินไปกับอบายมุขได้ เจ้าชะตาจึงควรต้องมีจิตใจที่เข้มแข็งมั่นคง ไม่ประมาทกับชีวิต จึงจะดี,0,มีปัญหาด้านการเงิน
87,ดาวคู่มิตร,เลขคู่ของ เลข 8 ดาวราหู กับเลข 7 ดาวเสาร์ ผู้อยู่ใต้อิทธิพลของเลขนี้ มักมีโชคลาภเกี่ยวกับการเสี่ยงดวง เหมาะกับงานในตลาดหุ้น การค้าแบบเก็งกำไร มักมีบริวารมาก รู้จักผู้มีอิทธิพล มักเกี่ยวข้องกับนักการเมือง จึงควรระมัดระวังในการวางตัว พยายามเดินทางสายกลาง ไม่หลงระเริงมากเกินไป,1,ไม่มี
88,ความสำเร็จที่แฝงความประมาท,เลขคู่ของดาวราหู 2 ดวง บุคคลภายใต้อิทธิพลของเลขนี้ ชีวิตมักจะประสบความสำเร็จได้อย่างรวดเร็ว โลดโผน เป็นคนเก่ง มีความสามารถหลายอย่าง มีความคิดล้ำหน้าผู้อื่น ฉลาดทันคน ชอบทำอะไรแปลกใหม่ มีความมั่นใจในตนเองสูง ต้องการความเป็นส่วนตัวสูง มีเซนส์ สังหรณ์แม่น พาให้รอดพ้นในยามคับขัน แต่ควรระมัดระวัง ความลุ่มหลงประมาท ความมั่นใจในตนเองเกินไป จนไม่ฟังใคร อาจทำให้พลาดพลั้งได้ ควรหมั่นสร้างบุญกุศล เสริมบารมี,0,มีปัญหาด้านการเงิน ประมาท
89,มีโชคลาภรุ่งเรือง,ดาวราหู 8 และดาวพระเกตุ 9 ส่งผลหนุนนำให้เจ้าของดวงชะตา มักโดดเด่นรุ่งเรืองดี คนเลขนี้มักเป็นคนหัวไว มีปฎิภาณไหวพริบเป็นเลิศ เฉลียวฉลาด ช่างสังเกตช่างวิเคราะห์ สนใจใฝ่รู้กว้างขวาง มีความมุ่งมั่นสูง อดทนสูง รับผิดชอบดี มักมีลางสังหรณ์แม่น ดวงมักมีโชคมีลาภอย่างไม่คาดฝัน ทำธุรกิจก็มักจะรุ่งเรืองดี นำกระแสไม่ตามใคร เข้ากับคนได้ง่าย มีพวกพ้องมาก ชีวิตจะประสบความสำเร็จดี มักได้งานโปรเจคใหญ่ๆ,1,ไม่มี
90,พลังสิ่งศักดิ์สิทธิ์คุ้มครอง,ชะตาชีวิตราบรื่นดี จับทำอะไรมักจะประสบความสำเร็จลุล่วงอย่างดี มีผู้หลักผู้ใหญ่ให้การสนับสนุน มีความเป็นอยู่สุขสบาย ชีวิตมีอุปสรรคน้อย ตกน้ำไม่ไหลตกไฟไม่ไหม้ เพราะมีสิ่งศักดิ์คุ้มครอง ดาวพระเกตุและดาวมฤตยูส่งเสริมหนุนนำชีวิตให้มีความสุขความเจริญด้วยดี เป็นเลขดีบ่งถึงสิ่งศักดิ์สิทธิ์ และวิญญาณ มักได้รับความคุ้มครองจากสิ่งศักดิ์สิทธิ์ และวิญญาณ ในชีวิตจะประสบความสำเร็จเป็นอย่างดี ชอบศึกษาเกี่ยวกับศาสตร์เร้นลับ เป็นเลขที่ให้คุณกับชีวิต ,0,ชีวิตอุปสรรค ความเครียด ปัญหาด้านสุขภาพ
91,การแสวงหา และความสำเร็จ,เป็นเลขดีมาก อิทธิพลของเลขนี้มักส่งผลให้เจ้าชะตา ชอบศึกษาหาความรู้ มักชอบศึกษาค้นคว้า สนใจในสิ่งลี้ลับ มีความคิดที่แปลกแหวกแนวไม่เหมือนใคร รักความก้าวหน้าความสำเร็จ มีความมุ่งมั่นสูง แสวงหาความสำเร็จให้ชีวิต ชีวิตมักจะประสบความสำเร็จ ได้รับการอุปถัมภ์จากผู้ใหญ่ หรือผู้มีอำนาจให้การสนับสนุน เป็นหมายเลขนำโชค ได้รับเกียรติอย่างสูงส่งในสังคม ส่งผลดีให้กับชีวิต ประสบความสำเร็จที่ยิ่งใหญ่,1,การงาน
92,ความศรัทธาและจินตนาการ,เป็นเลขดี ผู้ที่อยู่ภายใต้อิทธิพลของเลขนี้ มักเชื่อและศรัทธาในสิ่งศักดิ์สิทธิ์ หรือสนใจในสิ่งลี้ลับ ขณะเดียวกันก็ชอบและสนใจเกี่ยวกับศิลปะ มีจินตนาการล้ำเลิศ มองโลกในแง่ดี มีไหวพริบ เรียนรู้เร็ว เจ้าของดวงชะตามักเป็นคนหน้าตาดี มีเสน่ห์อย่างลึกลับ เป็นคนมองโลกในแง่ดี มีโลกส่วนตัวสูง ชอบสิ่งแปลก ๆ ใหม่ ๆ มักมีญาณหยั่งรู้ หรือลางสังหรณ์แม่นที่เกิดขึ้นจริง สนใจในศาสนาและสิ่งลึกลับ ชะตาชีวิตมักจะมีคนคอยช่วยเหลืออุปถัมภ์ค้ำชูอยู่เสมอ,1,การงาน
93,ความสำเร็จที่รุ่มร้อน,เลขคู่ของดาวเกตุ และดาวอังคาร ส่งผลให้ผู้อยู่ใต้อิทธิพลของเลขนี้ มักเป็นคนเข้มแข็ง ตัดสินใจเด็ดขาด รวดเร็วฉับไว ขยัน ชอบทำงาน มีโชคด้านการแข่งขัน ได้รับชัยชนะอยู่เสมอ มีชื่อเสียงเด่นดัง ชีวิตมักจะประสบผลสำเร็จ การงานเจริญก้าวหน้า แต่ให้ระวังอารมณ์ที่รุนแรงไม่ยอมใคร จึงไม่ค่อยมีคนช่วยเหลือเท่าที่ควร ให้ระวังเรื่องสุขภาพ ต้องเอาใจใส่ไม่ประมาท,1,การเรียน
94,อุปสรรคตามเป็นเงา,เลข 9 ดาวเกตุ กับเลข 4 ดาวพุธ มีข้อดีคือมักมีสมองปราดเปรื่อง ไหวพริบสติปัญญาดี เป็นคนทันสมัยพร้อมกับสนใจศาสตร์ลึกลับไปพร้อมกัน เป็นเลขที่หนุนให้มีความสำเร็จได้เหมือนกัน แต่ผลรวม 9+4 ได้เลข 13 สื่อถึงอุปสรรคที่มีเข้ามาให้แก้ไขอยู่เนืองๆ,1,การงาน
95,บารมีและความสำเร็จในชีวิต,เป็นเลขดีมาก อิทธิพลของเลขนี้มักจะส่งผลให้เจ้าชะตาประสบความสำเร็จอย่างดียิ่ง ชะตาชีวิตรุ่งเรืองดี เป็นผู้มีสติปัญญาล้ำเลิศ ชอบศึกษาหาความรู้ ใจบุญ มีคุณธรรม มีบารมีเป็นที่เคารพนับถือของคนทั่วไป มักเป็นคนยึดมั่นในสิ่งศักดิ์สิทธิ์ มีสิ่งศักดิ์สิทธิ์คุ้มครอง เป็นคนมีลางสังหรณ์ดีเยี่ยม มักมีผู้ใหญ่คอยสนับสนุนและให้ความช่วยเหลือเสมอ หมายเลข 95 ยังบวกได้หมายเลข 14 ซึ่งเป็นเลขแห่งความสำเร็จ มักจะนำพาชีวิตไปสู่ความสำเร็จที่ยิ่งใหญ่ ทำอาชีพการงานใดก็มักจะเจริญก้าวหน้าได้อย่างรวดเร็ว คิดทำการค้าก็ร่ำรวย ดวงมีทรัพย์มีลาภยศ มีโอกาสติดต่อกับต่างประเทศ ทำธุรกิจระหว่างประเทศ หรือคบหากับคนต่างชาติต่างภาษา,1,การเงิน
96,บุญนำพา,เลข 9 ดาวเกตุ กับเลข 6 ดาวศุกร์ เมื่อมาอยู่คู่กัน จัดเป็นเลขดี เป็นเลขให้คุณทางด้านความมีเสน่ห์ มีความคิดสร้างสรรค์ดี มีรสนิยมในการแต่งตัวดี มีเพื่อนฝูงแวดล้อมรักใคร่ เป็นคนมีน้ำใจดี มีผู้ใหญ่ให้การอุปถัมภ์ค้ำชูดี ทำให้ชีวิตไม่ลำบาก อิทธิพลของดาวศุกร์และดาวเกตุยังหนุนนำให้ชีวิตไม่ต้องเหนื่อยยาก การเงินดี ชีวิตสุขสบาย มีสิ่งศักดิ์สิทธิ์คุ้มครอง,1,การเงิน
97,ความสำเร็จรุ่งโรจน์,เป็นเลขแห่งความสำเร็จเลขหนึ่ง ดาวพระเกตุเลข 9 และดาวเสาร์เลข 7 ส่งพลังให้ชะตาชีวิตมักจะก้าวหน้ารุ่งโรจน์ดี คิดการงานสิ่งใดมักจะประสบผลสำเร็จ มักจะได้ทำงานในตำแหน่งหน้าที่สำคัญๆ การทำงานมีประสิทธิภาพดีเยี่ยม การค้าขายดีมีกำไร มีบารมีเป็นที่เคารพนับถือ เป็นหัวหน้าที่ลูกน้องยำเกรง มีมิตรสหายมาก เป็นนักวางแผน มีความคิดเป็นของตนเอง อุดมการณ์สูง สามารถฝ่าฟันอุปสรรคไปได้ สามารถตั้งตัวได้ ประสบความสำเร็จได้ด้วยตนเอง มีฐานะมั่นคง มักมีเงินทองทรัพย์สิน ได้รับมรดก มีโอกาสได้ลาภลอยจากการเสี่ยงโชค มีสิ่งศักดิ์สิทธิ์คุ้มครอง,1,การเงิน
98,ความสำเร็จที่รวดเร็ว,เป็นเลขที่ให้คุณอีกเลขหนึ่ง ในทางโลดโผนจะประสบผลสำเร็จดีมาก ประสบความสำเร็จรวดเร็ว ถ้าทำการค้าธุรกิจมักเป็นกระแสได้รับความนิยม ชอบทำอะไรไม่ตามใคร พิเศษน่าสนใจ จะประสบความสำเร็จอย่างดีกับการทำงาน การค้า การลงทุนต่างๆ มีโอกาสได้ลาภลอย เป็นคนเข้าสังคมเก่ง เข้ากับคนได้ง่ายหลายวงการ มีมิตรสหายมาก แต่ควรระวัง ไม่ให้ตนเองไปหลงสิ่งใดมากเกินไป,1,ความมั่นคง
99,พรสวรรค์ทางอำนาจจิต,เป็นเลขที่ดีมาก เลขคู่ของดาวเกตุ 99 พลังเร้นลับ ส่งอิทธิพลให้เจ้าชะตามักเป็นคนที่มีความสามารถสัมผัสกับสิ่งที่มนุษย์ทั่วไปไม่สามารถรู้ได้ มีลางสังหรณ์หรือญาณพิเศษดีเยี่ยม มีพลังดีต่อจิตใจ ทำอะไรก็มีสิ่งที่มองไม่เห็นคุ้มครองอยู่ สนใจในศาสนา ปรัชญา หรือสิ่งที่เหนือธรรมชาติ อำนาจจิตเข้มแข็ง ได้รับความสำเร็จอย่างน่ามหัศจรรย์ ได้พลังจากความเร้นลับในจักรวาลให้การช่วยเหลือ มีพรสวรรค์ทางอำนาจจิต หยั่งรู้ล่วงหน้า ฝันแม่น สนใจใฝ่เรียนรู้แสวงหาความก้าวหน้าเสมอ มีความทะเยอทะยาน มักจะมีฐานะมั่งคั่งร่ำรวยได้เร็ว มีวาสนาบารมีเพิ่มพูน ยามมีเคราะห์ภัยก็จะแคล้วคลาด เพราะมีสิ่งศักดิ์สิทธิ์ปกปักรักษามิให้ต้องเดือดร้อนมากนัก จะมีโชคแบบฟลุคๆ อยู่เสมอ เป็นเลขพลังมหัศจรรย์ของจักรวาล,1,ความมั่นคง
100,ความสมดุลของจักรวาล,ถือเป็นเลขแห่งความสมบูรณ์ อำนวยความสำเร็จให้ชีวิตอย่างเต็มที่ เจ้าของชื่อเลขนี้มักมีดวงชะตาสดใส ดาวอาทิตย์เลข 1 และดาวมฤตยูเลข 0 ดาวสองดวงส่งผลหนุนนำให้ชีวิตมีบุญมีวาสนาสูง ชะตาชีวิตไม่ลำบาก ไม่ต้องดิ้นรนต่อสู้ให้เหนื่อย จะมีความสุขสบายอุดมสมบูรณ์ พรั่งพร้อมด้วยลาภยศ เจริญก้าวหน้าก้าวไกลทะยานไปข้างหน้าอย่างไม่หยุดยั้ง เป็นเลขให้คุณสมบูรณ์มาก เพราะอิทธิพลเลข 0 ดาวมฤตยู เป็นตัวเพิ่มพลัง เลข 100 เป็นเลขจุดพอดีของศตวรรษ จึงถือว่าเป็นเลขดีอำนวยความสำเร็จเลขหนึ่ง จะส่งผลดีอย่างเต็มที่ มีความสมบูรณ์ ประสบความสำเร็จแห่งชีวิตอย่างงดงาม มีความเป็นมงคลมาก ชีวิตจะเฟื่องฟูงดงาม รุ่งโรจน์ มีเกียรติ์ มีศักดิ์ศรี ด้านความรัก ก็จะประสบความสำเร็จเช่นกัน มักได้คู่ที่หน้าตาดี เพียบพร้อมไปด้วยคุณสมบัติ และทรัพย์สิน มีอายุยืนนาน มีลูกหลาน มีความอบอุ่นในชีวิต เป็นที่ปรึกษาหรือเป็นผู้นำที่น่าทึ่ง,1,ไม่มี